synset_id,"synset_word",grad_quality_id,"grad_quality_word",mid_synset_id,"mid_word"
1212,"बहुवर्षी वनस्पति",3149,"एकवर्षी वनस्पति",4280,"द्विवर्षी वनस्पति"
