synset_id,"link_type","tbl_name","description"
960,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
967,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
968,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
969,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
970,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
971,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
980,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
981,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
983,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
986,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1004,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1007,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1014,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1015,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1016,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1027,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1028,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1033,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1034,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1039,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1047,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1049,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11805,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1076,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1077,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1078,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1087,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1088,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1092,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1095,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1096,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1097,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1105,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1107,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1108,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1109,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1110,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1112,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1113,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1114,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1115,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1119,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1122,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1125,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1126,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1127,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1127,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1128,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1129,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1130,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1131,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1132,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1133,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1134,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1136,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1137,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1138,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1139,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1140,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1141,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1143,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1149,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1150,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1151,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1156,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1157,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1158,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1159,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1160,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1161,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1162,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1163,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1164,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1165,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1167,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1168,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1169,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1171,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1171,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1172,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1173,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1175,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1176,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1177,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
8594,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1178,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1180,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1181,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1189,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1192,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1193,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1194,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1196,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1213,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1214,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1217,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1225,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1226,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1228,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1229,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1239,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1240,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1247,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1248,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1253,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1254,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1255,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1256,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1259,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1266,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1273,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1276,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1283,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1284,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1285,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1288,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1289,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1291,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1296,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1322,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1323,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1324,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1325,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1326,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1327,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1328,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1329,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1330,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1331,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1332,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1333,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1334,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1335,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1336,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1337,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1338,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1338,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1339,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1344,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1345,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1348,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1349,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1350,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1351,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1351,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1352,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1353,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1354,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1355,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1356,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1357,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1359,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1360,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1362,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1363,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1364,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1365,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1366,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1367,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1368,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1369,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1370,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1400,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1401,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1407,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1408,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1409,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1410,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1414,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1415,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1417,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1418,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1419,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1420,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1421,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1422,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1426,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1430,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1444,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1444,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1445,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1446,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1449,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1450,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1453,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1454,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1456,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1463,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1465,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
