synset_id,"synset_word",anto_state_id,"anto_state_word"
3149,"अपरंतुकतः",2882,"परंतुकतः"
3151,"सनिश्चय हाँ",3065,"सनिश्चय नहीं"
394,"नज़दीक में",3075,"दूरी पर"
1807,"विचारिततः",2824,"विचारहीनतः"
1812,"अधिकारपूर्वक",2827,"अधिकारहीनतः"
1920,"सावधानतः",1963,"असावधानतः"
1963,"असावधानतः",1920,"सावधानतः"
1262,"निश्चिंततः",1263,"चिंतिततः"
1263,"चिंतिततः",1262,"निश्चिंततः"
1358,"ससमय",1374,"कुसमय"
1374,"कुसमय",1358,"ससमय"
1447,"विधिहीनतः",5946,"विधिपूर्वक"
