synset_id,"synset_word",anto_place_id,"anto_place_word"
2647,"यहाँ",1609,"वहाँ"
2647,"इस जगह",1609,"उस जगह"
2647,"अत्र",1609,"तत्र"
3075,"दूरी पर",373,"पास में"
3075,"दूर",373,"पास"
3075,"दूर",373,"नज़दीक"
3075,"दूर",373,"निकट"
3075,"दूर",373,"समीप"
373,"नज़दीक",3075,"दूर"
1609,"वहाँ",2647,"यहाँ"
2107,"उधर",1730,"इधर"
1730,"इधर",2107,"उधर"
7264,"बाहर",13205,"भीतर"
7264,"बाहर",13205,"अंदर"
