synset_id,"synset_word",anto_gender_id,"anto_gender_word"
9385,"प्रपितामह",4596,"प्रपितामही"
9385,"पड़दादा",4596,"पड़दादी"
9097,"दादी",6140,"दादा"
9097,"आजी",6140,"आजा"
9097,"पितामही",6140,"पितामह"
9097,"प्रमाता",6140,"प्रपिता"
9097,"ईआ",6140,"बाबा"
9100,"दानवी",917,"दानव"
9100,"दनुजा",917,"दनुज"
9352,"पड़िया",8118,"पड़वा"
9352,"पाड़ी",8118,"पाड़ा"
9352,"पाँड़ी",8118,"पाँड़ा"
9199,"समधिन",10178,"समधी"
9248,"नागिन",1797,"नाग"
9248,"नागिनी",1797,"नाग"
9244,"हजामिन",8413,"हजाम"
9244,"नाइन",8413,"नाई"
9244,"नाउन",8413,"नाऊ"
12359,"बहनजी",11783,"भाईसाहब"
12359,"बहन",11783,"भैया"
12359,"बहिन",11783,"भाई"
12456,"डोलची",8953,"डोल"
6672,"हिरन",1625,"हिरनी"
6672,"हिरण",1625,"हिरणी"
6672,"मृग",1625,"मृगी"
6672,"कुरंग",1625,"कुरंगी"
7333,"भंगिन",13949,"भंगी"
7333,"मेहतरानी",13949,"मेहतर"
7333,"जमादारिन",13949,"जमादार"
13949,"मेहतर",7333,"मेहतरानी"
13949,"भंगी",7333,"भंगिन"
13949,"जमादार",7333,"जमादारिन"
13947,"भंगिन",7731,"भंगी"
13947,"मेहतरानी",7731,"मेहतर"
13947,"जमादारिन",7731,"जमादार"
13947,"शौचालय कर्मी",7731,"शौचालय कर्मी"
14000,"जुलाहिन",5647,"जुलाहा"
14294,"अमीरजादा",14295,"अमीरजादी"
14294,"अमीरज़ादा",14295,"अमीरज़ादी"
14294,"रईसजादा",14295,"रईसजादी"
14294,"रईसज़ादा",14295,"रईसज़ादी"
14295,"अमीरजादी",14294,"अमीरजादा"
14295,"अमीरज़ादी",14294,"अमीरज़ादा"
14295,"रईसजादी",14294,"रईसजादा"
14295,"रईसज़ादी",14294,"रईसज़ादा"
15037,"खच्चरी",4594,"खच्चर"
16360,"कछुई",3982,"कछुआ"
16360,"कच्छपी",3982,"कच्छप"
17744,"रंकिणी",8926,"रंक"
18934,"तमोलिन",5905,"तमोली"
18934,"तंबोलिन",5905,"तंबोली"
18934,"पनवाड़िन",5905,"पनवाड़ी"
18934,"तँबोलन",5905,"तँबोली"
18934,"तँबोलिन",5905,"तँबोली"
18934,"तम्बोलिन",5905,"तम्बोली"
18934,"तम्बोलन",5905,"तम्बोली"
18934,"बरइन",5905,"बरई"
18934,"पनवाड़न",5905,"पनवाड़ी"
18935,"तमोलिन",5905,"तमोली"
18935,"तंबोलिन",5905,"तंबोली"
18935,"पनवाड़िन",5905,"पनवाड़ी"
18935,"तँबोलन",5905,"तँबोली"
18935,"तँबोलिन",5905,"तँबोली"
18935,"तम्बोलिन",5905,"तम्बोली"
18935,"तम्बोलन",5905,"तम्बोली"
18935,"बरइन",5905,"बरई"
18935,"पनवाड़न",5905,"पनवाड़ी"
19785,"पीतसरा",19786,"पीतस"
19785,"चचिया ससुर",19786,"चचिया सास"
19785,"पितिया ससुर",19786,"पितिया सास"
19786,"पीतस",19785,"पीतसरा"
19786,"चचिया सास",19785,"चचिया ससुर"
19786,"पितिया सास",19785,"पितिया ससुर"
19989,"तेंदुई",6019,"तेंदुआ"
20313,"सूअरी",28524,"सूअर"
20313,"शूकरी",28524,"शूकर"
20313,"सुअरी",28524,"सुअर"
20313,"वराही",28524,"वराह"
20313,"वाराही",28524,"वाराह"
21018,"प्राध्यापिका",9512,"प्राध्यापक"
21420,"ब्राह्मणी",1146,"ब्राह्मण"
21420,"ब्रह्मणी",1146,"ब्रह्मण"
21421,"ब्राह्मणी",1146,"ब्राह्मण"
21421,"ब्रह्मणी",1146,"ब्रह्मण"
21440,"भठियारिन",9629,"भठियारा"
21440,"भटियारिन",9629,"भठियारा"
21457,"चौबे",21454,"चौबाइन"
21454,"चौबाइन",21457,"चौबे"
21463,"चमार",26416,"चमारिन"
21485,"कोली",21487,"कोलिन"
21485,"कोली",21488,"कोलिन"
21487,"कोलिन",21485,"कोली"
21488,"कोलिन",21485,"कोली"
22103,"खिलाड़िन",4683,"खिलाड़ी"
22103,"खेलाड़िन",4683,"खेलाड़ी"
22105,"धावक",22106,"धाविका"
22106,"धाविका",22105,"धावक"
22131,"निपूती",22134,"निपूता"
22131,"निपूती",22134,"निपूत"
22131,"अपुत्रता",22134,"अपुत्रक"
22131,"अपुत्रिका",22134,"अपुत्र"
22134,"निपूता",22131,"निपूती"
22134,"निपूत",22131,"निपूती"
22134,"अपुत्रक",22131,"अपुत्रता"
22134,"अपुत्र",22131,"अपुत्रिका"
22327,"यक्षिणी",9878,"यक्ष"
22327,"यक्षी",9878,"यक्ष"
22327,"यक्षन",9878,"यक्ष"
22328,"यक्षिणी",9878,"यक्ष"
22328,"यक्षी",9878,"यक्ष"
22328,"यक्षन",9878,"यक्ष"
22812,"पनडुब्बा",6689,"पनडुब्बी"
22812,"पनडुबा",6689,"पनडुबी"
22949,"कुम्हारिन",4383,"कुम्हार"
22949,"कुंभकारिन",4383,"कुंभकार"
22949,"कुलालिन",4383,"कुलाल"
22949,"कुंभारिन",4383,"कुंभार"
22950,"कुम्हारिन",4383,"कुम्हार"
22950,"कुंभकारिन",4383,"कुंभकार"
22950,"कुलालिन",4383,"कुलाल"
22950,"कुंभारिन",4383,"कुंभार"
23529,"सधुनी",2628,"साधु"
24363,"कौवी",4268,"कौवा"
24945,"सुनारिन",10252,"सुनार"
24945,"सोनारिन",10252,"सोनार"
24945,"सुनारी",10252,"सुनार"
24945,"सुनारनी",10252,"सुनार"
24946,"सुनारिन",10252,"सुनार"
24946,"सोनारिन",10252,"सोनार"
24946,"सुनारी",10252,"सुनार"
24946,"सुनारनी",10252,"सुनार"
26300,"अभिसारिणी",26302,"अभिसारी"
26302,"अभिसारी",26300,"अभिसारिणी"
26416,"चमारिन",21463,"चमार"
26416,"चमारन",21463,"चमार"
26416,"चमारनी",21463,"चमार"
26416,"चमारी",21463,"चमार"
26581,"भीलनी",26580,"भील"
26582,"भीलनी",26580,"भील"
26580,"भील",26581,"भीलनी"
26580,"भील",26582,"भीलनी"
27307,"लोमड़",29016,"लोमड़ी"
27956,"सरायवाला",27957,"सरायवाली"
27957,"सरायवाली",27956,"सरायवाला"
28540,"हाथी",3528,"हथिनी"
28540,"गज",3528,"गजी"
28540,"हस्ती",3528,"हस्तिनी"
28540,"कुंजर",3528,"कुंजरी"
28549,"ऊँट",2216,"ऊँटनी"
28549,"उष्ट्र",2216,"उष्ट्रिका"
28549,"उष्ट्र",2216,"उष्ट्री"
28560,"मेंढकी",28561,"मेंढक"
28560,"मेंडकी",28561,"मेंडक"
28560,"मेडकी",28561,"मेडक"
28560,"मेढकी",28561,"मेढक"
28561,"मेंढक",28560,"मेंढकी"
28561,"मेंडक",28560,"मेंडकी"
28561,"मेडक",28560,"मेडकी"
28561,"मेढक",28560,"मेढकी"
3416,"नवयुवती",3101,"नवयुवक"
28839,"पुजारिन",7364,"पुजारी"
28839,"पुजारन",7364,"पुजारी"
28839,"भक्तिन",7364,"भक्त"
28839,"उपासिका",7364,"उपासक"
28839,"पुजेरिन",7364,"पुजेरी"
28982,"भलुनी",28983,"भालू"
28982,"भलूनी",28983,"भालू"
28983,"भालू",28982,"भलुनी"
28983,"भालू",28982,"भलूनी"
28985,"घोड़ा",3507,"घोड़ी"
28985,"अश्व",3507,"अश्वा"
28985,"अश्व",3507,"अश्विनी"
28985,"घोटक",3507,"घोटिका"
28985,"तुरंग",3507,"तुरंगी"
28985,"तुरग",3507,"तुरगी"
28985,"हय",3507,"हयी"
28980,"पनातिन",9827,"पनाती"
29016,"लोमड़ी",27307,"लोमड़"
29544,"कबूतर",4234,"कबूतरी"
29544,"कपोत",4234,"कपोती"
29592,"बिल्ली",7285,"बिल्ला"
29592,"बिलारी",7285,"बिलार"
29592,"बिलाई",7285,"बिलाव"
29592,"मार्जारी",7285,"मार्जार"
29598,"तोता",1278,"तोती"
29598,"सुग्गा",1278,"सुग्गी"
30549,"शेर",24,"शेरनी"
30549,"बाघ",24,"बाघिन"
30549,"व्याघ्र",24,"व्याघ्री"
30553,"सिंह",8464,"सिंहनी"
30553,"सिंह",8464,"सिंहिनी"
34466,"कुँजड़ा",34467,"कुँजड़ी"
34466,"कुंजड़ा",34467,"कुंजड़ी"
34466,"कुँजड़ा",34467,"कुँजड़िन"
34466,"कुंजड़ा",34467,"कुंजड़िन"
34466,"कुँजड़ा",34468,"कुँजड़ी"
34466,"कुंजड़ा",34468,"कुंजड़ी"
34466,"कुँजड़ा",34468,"कुँजड़िन"
34466,"कुंजड़ा",34468,"कुंजड़िन"
34468,"कुँजड़ी",34466,"कुँजड़ा"
34468,"कुंजड़ी",34466,"कुंजड़ा"
34468,"कुँजड़िन",34466,"कुँजड़ा"
34468,"कुंजड़िन",34466,"कुंजड़ा"
34467,"कुँजड़ी",34466,"कुँजड़ा"
34467,"कुंजड़ी",34466,"कुंजड़ा"
34467,"कुँजड़िन",34466,"कुँजड़ा"
34467,"कुंजड़िन",34466,"कुंजड़ा"
