synset_id,"link_type","tbl_name","description"
8874,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3283,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3286,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3295,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3296,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
8664,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10641,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9335,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3375,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9344,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11431,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3430,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3432,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3433,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3434,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3435,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3436,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3437,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3438,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3448,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3457,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3476,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
12319,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
12319,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3486,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3489,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3491,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3498,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11972,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9460,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3576,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3582,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9534,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9548,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9554,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3651,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11430,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3666,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3667,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3672,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9660,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3721,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3739,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3740,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3741,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3756,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3762,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3768,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3770,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3771,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9692,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
21872,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9621,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3829,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9725,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3845,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9773,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3876,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3922,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3923,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3924,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3925,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9884,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3937,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3938,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3939,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3947,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9925,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9996,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3984,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3985,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3986,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
3987,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4032,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4033,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11390,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4098,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4099,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4101,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4114,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4115,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4116,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4118,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
8628,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4222,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10155,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4236,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4237,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4238,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4239,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4240,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4241,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4245,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
12823,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4246,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4248,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10300,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4249,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4251,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10169,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4277,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4300,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4301,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4302,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4303,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4304,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4305,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4306,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4307,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4308,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4309,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4310,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4324,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4325,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4326,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4327,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4328,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4329,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4331,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4332,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4333,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4334,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11560,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11565,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11565,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4359,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4379,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4394,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4412,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4413,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4414,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4428,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4429,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11618,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10652,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4582,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4604,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4624,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4654,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4655,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4656,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4664,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4669,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4675,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4675,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4676,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4677,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4678,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4679,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4680,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4686,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4687,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4688,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4690,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4691,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4692,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4693,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4694,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4699,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4704,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4708,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4709,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4710,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4711,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4715,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4716,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4717,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4727,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4727,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4730,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4731,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4732,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4733,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4735,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4736,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4737,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4743,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4748,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4749,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4755,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4756,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4757,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4797,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4849,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4849,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4851,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
9615,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4857,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4858,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4858,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4894,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4895,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4899,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4899,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4918,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
4920,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
12825,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
13488,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5023,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5025,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5031,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5032,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10776,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5042,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5043,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5046,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11981,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5051,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5057,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5059,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5060,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5061,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5066,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5067,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5068,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5069,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5070,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5071,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5072,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10770,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5090,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5105,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5122,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5123,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5124,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5125,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5125,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5126,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5128,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5129,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5130,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5132,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5133,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5134,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5135,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5136,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5137,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5138,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5139,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5142,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5143,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5149,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5152,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5183,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5184,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5210,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5211,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5212,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5213,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5227,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5229,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5233,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11217,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5254,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5255,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5259,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5273,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5274,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5275,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5277,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5277,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5278,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5280,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5281,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5309,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
8973,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5330,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5332,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5333,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5334,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5335,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5336,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5343,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5344,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5345,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5346,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5347,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5348,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5349,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5350,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5351,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5353,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5354,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5355,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5367,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5367,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5368,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5376,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5382,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5383,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5384,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5385,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5386,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5387,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5388,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
11832,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5417,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5418,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5419,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5420,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5427,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5429,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5430,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5432,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5433,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5433,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5434,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5435,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
